timestamp,value,rolling_mean,rolling_std,diff_1,diff_2,lag_1,lag_2,lag_3,lag_24,percentile_25,percentile_75,iqr,IF_anomaly,EE_anomaly,Ensemble_anomaly,IF_score,EE_score
2014-07-01 12:00:00,18908,18336.8,680.5040043967364,445.0,-769.0,18463.0,17249.0,17720.0,10844.0,3583.25,18055.75,14472.5,0,0,0,0.4133210541932639,-6.766361122290114
2014-07-01 12:30:00,18886,18778.8,487.7363017041009,-22.0,-467.0,18908.0,18463.0,17249.0,8127.0,3583.25,18568.75,14985.5,0,0,0,0.42188228388423155,-5.551730209745347
2014-07-01 13:00:00,18178,18995.4,549.0526386422285,-708.0,-686.0,18886.0,18908.0,18463.0,6210.0,3583.25,18568.75,14985.5,0,0,0,0.4269870184741881,-8.943107160065454
2014-07-01 13:30:00,19459,19332.0,891.2965275372688,1281.0,1989.0,18178.0,18886.0,18908.0,4656.0,3583.25,18891.5,15308.25,0,0,0,0.4794454049864917,-12.128524672570297
2014-07-01 14:00:00,19546,19430.8,856.1861363044799,87.0,-1194.0,19459.0,18178.0,18886.0,3820.0,3991.25,18927.0,14935.75,0,0,0,0.4393261599558155,-11.55137097489244
2014-07-01 14:30:00,20591,19504.0,728.4116281334296,1045.0,958.0,19546.0,19459.0,18178.0,2873.0,5985.5,19102.75,13117.25,0,0,0,0.44869734511003023,-11.766273999689485
2014-07-01 15:00:00,19380,18857.8,1640.4734682401886,-1211.0,-2256.0,20591.0,19546.0,19459.0,2369.0,9910.75,19399.75,9489.0,0,0,0,0.45699341670166016,-9.844276463415287
2014-07-01 15:30:00,18544,17951.2,2289.3155527362305,-836.0,375.0,19380.0,20591.0,19546.0,2064.0,13152.5,19399.75,6247.25,0,0,0,0.42139742480357467,-10.614684221071766
2014-07-01 16:00:00,16228,17273.6,1750.6722423115054,-2316.0,-1480.0,18544.0,19380.0,20591.0,2221.0,15363.0,19399.75,4036.75,0,0,0,0.45099091071281183,-11.57630163335731
2014-07-01 16:30:00,15013,17302.6,1794.9296086476468,-1215.0,1101.0,16228.0,18544.0,19380.0,2158.0,15652.0,19399.75,3747.75,0,0,0,0.4276746947344369,-31.282758847030376
2014-07-01 17:00:00,17203,18187.0,3142.821105312867,2190.0,3405.0,15013.0,16228.0,18544.0,2515.0,16137.25,19399.75,3262.5,0,0,0,0.48858423068592904,-64.31863804534032
2014-07-01 17:30:00,19525,20461.0,4959.414229523482,2322.0,132.0,17203.0,15013.0,16228.0,4364.0,16959.25,19475.5,2516.25,0,1,0,0.4898844604082122,-123.45197063686749
2014-07-01 18:00:00,22966,22823.8,4508.721847708061,3441.0,1119.0,19525.0,17203.0,15013.0,6526.0,17237.5,19528.5,2291.0,0,1,0,0.5208382231568243,-89.68636158126506
2014-07-01 18:30:00,27598,24364.0,3247.5779436373805,4632.0,1191.0,22966.0,19525.0,17203.0,11039.0,17602.25,19540.75,1938.5,0,0,0,0.5389159414643552,-60.12234200809949
2014-07-01 19:00:00,26827,25034.0,2164.702635467513,-771.0,-5403.0,27598.0,22966.0,19525.0,13857.0,17870.0,19686.25,1816.25,1,0,0,0.5406432515982502,-35.15367925600128
2014-07-01 19:30:00,24904,24519.6,2944.2184531722496,-1923.0,-1152.0,26827.0,27598.0,22966.0,15865.0,18113.5,20166.75,2053.25,0,0,0,0.529659309399389,-33.40882423053258
2014-07-01 20:00:00,22875,23680.2,2394.0262529888832,-2029.0,-106.0,24904.0,26827.0,27598.0,17920.0,18391.75,20407.25,2015.5,0,0,0,0.5027635471086426,-9.309837683379325
2014-07-01 20:30:00,20394,23202.6,1764.8204724560496,-2481.0,-452.0,22875.0,24904.0,26827.0,20346.0,18391.75,20443.25,2051.5,0,0,0,0.49814073761886546,-40.47291625118261
2014-07-01 21:00:00,23401,22885.4,1506.1408632661137,3007.0,5488.0,20394.0,22875.0,24904.0,19539.0,18391.75,21162.0,2770.25,0,0,0,0.5299706192506445,-45.675908016376354
2014-07-01 21:30:00,24439,22657.0,1592.2410307487976,1038.0,-1969.0,23401.0,20394.0,22875.0,20107.0,18391.75,22897.75,4506.0,0,0,0,0.46881780782987326,-41.65144769670526
2014-07-01 22:00:00,23318,22599.0,1697.111222047628,-1121.0,-2159.0,24439.0,23401.0,20394.0,18984.0,18391.75,23054.0,4662.25,0,0,0,0.4623848795664507,-14.129236467644622
2014-07-01 22:30:00,21733,21141.0,3253.569808687066,-1585.0,-464.0,23318.0,24439.0,23401.0,17720.0,18523.75,23054.0,4530.25,0,0,0,0.45329871857397697,-8.539337821389681
2014-07-01 23:00:00,20104,18927.2,4103.350789294037,-1629.0,-44.0,21733.0,23318.0,24439.0,17249.0,18800.5,23054.0,4253.5,0,0,0,0.4630985809089851,-12.446161943497255
2014-07-01 23:30:00,16111,16252.6,4821.392879656251,-3993.0,-2364.0,20104.0,21733.0,23318.0,18463.0,18800.5,23054.0,4253.5,1,0,0,0.5418850870184695,-17.588791100772315
2014-07-02 00:00:00,13370,13420.2,4954.953652659125,-2741.0,1252.0,16111.0,20104.0,21733.0,18908.0,18452.5,23054.0,4601.5,0,0,0,0.5058251347751851,-19.636893224583957
2014-07-02 00:30:00,9945,10582.8,4170.638344426426,-3425.0,-684.0,13370.0,16111.0,20104.0,18886.0,17934.25,23054.0,5119.75,0,0,0,0.47472921305899146,-13.78545033289777
2014-07-02 01:00:00,7571,8324.6,3417.9097852342443,-2374.0,1051.0,9945.0,13370.0,16111.0,18178.0,16959.25,23054.0,6094.75,0,0,0,0.46330913547525043,-8.018478953486785
2014-07-02 01:30:00,5917,6377.4,2465.5707858424994,-1654.0,720.0,7571.0,9945.0,13370.0,19459.0,16198.75,23054.0,6855.25,0,0,0,0.4601807140955317,-5.784847660886988
2014-07-02 02:00:00,4820,4987.0,1828.6942062575688,-1097.0,557.0,5917.0,7571.0,9945.0,19546.0,15836.5,23054.0,7217.5,0,0,0,0.45538426013281236,-4.608086093618188
2014-07-02 02:30:00,3634,3979.8,1381.980354418976,-1186.0,-89.0,4820.0,5917.0,7571.0,20591.0,14602.25,23054.0,8451.75,0,0,0,0.45892056092371564,-5.423169777382079
2014-07-02 03:00:00,2993,3310.4,953.125018032786,-641.0,545.0,3634.0,4820.0,5917.0,19380.0,12513.75,23054.0,10540.25,0,0,0,0.45674442820525235,-6.536722973746355
2014-07-02 03:30:00,2535,2843.4,486.2451028031017,-458.0,183.0,2993.0,3634.0,4820.0,18544.0,9351.5,23054.0,13702.5,0,0,0,0.45301565433002905,-8.084805329103252
2014-07-02 04:00:00,2570,2690.2,225.8001328608976,35.0,493.0,2535.0,2993.0,3634.0,16228.0,7157.5,23054.0,15896.5,0,0,0,0.48273259161876064,-10.695156907726474
2014-07-02 04:30:00,2485,2988.0,848.4365032222499,-85.0,-120.0,2570.0,2535.0,2993.0,15013.0,5642.75,23054.0,17411.25,0,0,0,0.4852260587610907,-10.336220632503577
2014-07-02 05:00:00,2868,3838.6,1836.883719781957,383.0,468.0,2485.0,2570.0,2535.0,17203.0,4523.5,23054.0,18530.5,0,0,0,0.48691187397720265,-18.606572952261494
2014-07-02 05:30:00,4482,5540.2,3529.125982449479,1614.0,1231.0,2868.0,2485.0,2570.0,19525.0,4270.0,23054.0,18784.0,0,0,0,0.4982771704529143,-53.740316738277606
2014-07-02 06:00:00,6788,7789.0,4534.743983953229,2306.0,692.0,4482.0,2868.0,2485.0,22966.0,4270.0,22985.75,18715.75,0,1,0,0.5094976701556403,-93.29571860909549
2014-07-02 06:30:00,11078,10555.4,4979.469027918539,4290.0,1984.0,6788.0,4482.0,2868.0,27598.0,4270.0,22018.5,17748.5,1,1,1,0.560909882692443,-111.28034655759097
2014-07-02 07:00:00,13729,13490.2,4826.989869473521,2651.0,-1639.0,11078.0,6788.0,4482.0,26827.0,4270.0,20728.75,16458.75,0,1,0,0.5238847563837852,-100.42601096621338
2014-07-02 07:30:00,16700,16123.2,3721.027371573609,2971.0,320.0,13729.0,11078.0,6788.0,24904.0,4270.0,20176.5,15906.5,0,0,0,0.481767837139353,-62.02810584118019
2014-07-02 08:00:00,19156,17808.0,2605.4591725835967,2456.0,-515.0,16700.0,13729.0,11078.0,22875.0,4270.0,19393.0,15123.0,0,0,0,0.46279121511373156,-27.86587362312387
2014-07-02 08:30:00,19953,18861.0,1262.7331467891386,797.0,-1659.0,19156.0,16700.0,13729.0,20394.0,4270.0,19355.25,15085.25,0,0,0,0.4433513434442018,-12.183308833292589
2014-07-02 09:00:00,19502,18983.2,1004.476829001048,-451.0,-1248.0,19953.0,19156.0,16700.0,23401.0,4270.0,19242.5,14972.5,0,0,0,0.4330165705283918,-11.431983669481475
2014-07-02 09:30:00,18994,18732.8,1101.953583414474,-508.0,-57.0,19502.0,19953.0,19156.0,24439.0,4270.0,19034.5,14764.5,0,0,0,0.4168537766654624,-7.812199115546028
2014-07-02 10:00:00,17311,18168.8,1041.297123783601,-1683.0,-1175.0,18994.0,19502.0,19953.0,23318.0,4270.0,17731.75,13461.75,0,0,0,0.4230949664309014,-9.81983079026607
2014-07-02 10:30:00,17904,17986.2,801.5033998680226,593.0,2276.0,17311.0,18994.0,19502.0,21733.0,4270.0,17459.25,13189.25,0,0,0,0.4337498654759637,-10.468621738392876
2014-07-02 11:00:00,17133,18014.2,846.6839433932826,-771.0,-1364.0,17904.0,17311.0,18994.0,20104.0,4270.0,17177.5,12907.5,0,0,0,0.41028593358441884,-13.983434766272184
2014-07-02 11:30:00,18589,18403.8,889.32429405701,1456.0,2227.0,17133.0,17904.0,17311.0,16111.0,4270.0,17459.25,13189.25,0,0,0,0.43029178704901483,-8.58396782899537
2014-07-02 12:00:00,19134,18556.4,846.5564363939355,545.0,-911.0,18589.0,17133.0,17904.0,13370.0,4270.0,18075.25,13805.25,0,0,0,0.40098827531231235,-8.307828074099826
2014-07-02 12:30:00,19259,18945.4,298.3392364406644,125.0,-420.0,19134.0,18589.0,17133.0,9945.0,4270.0,18690.25,14420.25,0,0,0,0.41142276630429764,-5.443880158829611
2014-07-02 13:00:00,18667,18936.8,311.51035295796896,-592.0,-717.0,19259.0,19134.0,18589.0,7571.0,4270.0,18748.75,14478.75,0,0,0,0.4178106999904014,-6.2768543502594705
2014-07-02 13:30:00,19078,18828.6,319.73786138022234,411.0,1003.0,18667.0,19259.0,19134.0,5917.0,4270.0,19015.0,14745.0,0,0,0,0.43116029800686967,-7.877737018017297
2014-07-02 14:00:00,18546,18570.2,397.5508772471748,-532.0,-943.0,19078.0,18667.0,19259.0,4820.0,4270.0,19015.0,14745.0,0,0,0,0.42559507482937314,-8.425115731914998
2014-07-02 14:30:00,18593,18161.6,945.4815175348472,47.0,579.0,18546.0,19078.0,18667.0,3634.0,6211.5,19015.0,12803.5,0,0,0,0.42123294474982437,-7.2207316356090185
2014-07-02 15:00:00,17967,17272.8,1675.56608344762,-626.0,-673.0,18593.0,18546.0,19078.0,2993.0,10005.5,19015.0,9009.5,0,0,0,0.4193428881872734,-6.429488391059542
2014-07-02 15:30:00,16624,16341.2,2044.903836369817,-1343.0,-717.0,17967.0,18593.0,18546.0,2535.0,13066.25,19015.0,5948.75,0,0,0,0.4193849216003142,-5.777393727207299
2014-07-02 16:00:00,14634,16108.6,1772.7729126991976,-1990.0,-647.0,16624.0,17967.0,18593.0,2570.0,14407.75,19015.0,4607.25,0,0,0,0.4283331535403066,-13.796624167188059
2014-07-02 16:30:00,13888,16899.0,3152.551823523286,-746.0,1244.0,14634.0,16624.0,17967.0,2485.0,14447.5,19015.0,4567.5,0,0,0,0.43422546393448985,-69.03033648546597
